source_dataset,source_row_id,hand_id,stage_group,metadata.street,split,features.to_call_bb,features.effective_stack_bb,features.players_active,features.equity_win,features.equity_win_present,features.call_max_bb,features.call_margin_bb,features.pot_certain_bb,features.pot_probable_bb,features.pot_probable_margin_bb,features.ev_certain_bb,features.ev_probable_bb,features.bet_size_bb,label_3intent
jevonmao/poker-gto-100k,action_sft:train:2113,,POSTFLOP,FLOP,train,0.0,152.95,2.0,0.1989999999999999,0.1989999999999999,15.999500624219724,15.999500624219724,64.4,64.4,64.4,12.815599999999995,12.815599999999995,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:2114,,POSTFLOP,FLOP,train,0.0,152.95,2.0,0.362,0.362,36.54043887147336,36.54043887147336,64.4,64.4,64.4,23.312800000000003,23.312800000000003,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:2323,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.275,0.275,3.3189655172413794,3.3189655172413794,8.75,8.75,8.75,2.40625,2.40625,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:2324,,POSTFLOP,FLOP,test,0.0,193.75,2.0,0.542,0.542,10.354803493449785,10.354803493449785,8.75,8.75,8.75,4.742500000000001,4.742500000000001,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:2325,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.298,0.298,3.714387464387465,3.714387464387465,8.75,8.75,8.75,2.6075,2.6075,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:2922,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.214,0.214,5.44529262086514,5.44529262086514,20.0,20.0,20.0,4.28,4.28,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:2923,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.607,0.607,30.89058524173028,30.89058524173028,20.0,20.0,20.0,12.14,12.14,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:2924,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.215,0.215,5.477707006369427,5.477707006369427,20.0,20.0,20.0,4.3,4.3,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:3354,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.579,0.579,68.7648456057007,68.7648456057007,50.0,50.0,50.0,28.95,28.95,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3355,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.509,0.509,51.83299389002037,51.83299389002037,50.0,50.0,50.0,25.45,25.45,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:3356,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.4039999999999999,0.4039999999999999,33.89261744966442,33.89261744966442,50.0,50.0,50.0,20.199999999999996,20.199999999999996,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:3627,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.166,0.166,27.86570743405276,27.86570743405276,140.0,140.0,140.0,23.240000000000002,23.240000000000002,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:3628,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.152,0.152,25.09433962264151,25.09433962264151,140.0,140.0,140.0,21.28,21.28,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:3629,,POSTFLOP,FLOP,train,0.0,96.25,2.0,1.0,1.0,0.0,0.0,140.0,140.0,140.0,140.0,140.0,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3711,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.302,0.302,131.42191977077366,131.42191977077366,303.75,303.75,303.75,91.7325,91.7325,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3712,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.999,0.999,303446.25000003347,303446.25000003347,303.75,303.75,303.75,303.44625,303.44625,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3713,,POSTFLOP,FLOP,test,0.0,0.0,2.0,0.999,0.999,303446.25000003347,303446.25000003347,303.75,303.75,303.75,303.44625,303.44625,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3714,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.654,0.654,12.569653179190752,12.569653179190752,6.65,6.65,6.65,4.3491,4.3491,4.95,RAISE
jevonmao/poker-gto-100k,action_sft:train:3715,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.495,0.495,6.518316831683169,6.518316831683169,6.65,6.65,6.65,3.29175,3.29175,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:3716,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.285,0.285,2.6506993006993,2.6506993006993,6.65,6.65,6.65,1.8952499999999999,1.8952499999999999,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:4335,,POSTFLOP,FLOP,test,0.0,192.55,2.0,0.4429999999999999,0.4429999999999999,9.225852782764813,9.225852782764813,11.6,11.6,11.6,5.138799999999999,5.138799999999999,14.85,RAISE
jevonmao/poker-gto-100k,action_sft:train:4336,,POSTFLOP,FLOP,train,0.0,192.55,2.0,1.0,1.0,0.0,0.0,11.6,11.6,11.6,11.6,11.6,14.85,RAISE
jevonmao/poker-gto-100k,action_sft:train:4337,,POSTFLOP,FLOP,train,0.0,192.55,2.0,0.256,0.256,3.991397849462365,3.991397849462365,11.6,11.6,11.6,2.9696,2.9696,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:4673,,POSTFLOP,FLOP,validation,0.0,182.65,2.0,0.356,0.356,13.70931677018634,13.70931677018634,24.8,24.8,24.8,8.8288,8.8288,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:4674,,POSTFLOP,FLOP,test,0.0,182.65,2.0,0.281,0.281,9.692350486787207,9.692350486787207,24.8,24.8,24.8,6.968800000000001,6.968800000000001,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:4675,,POSTFLOP,FLOP,train,0.0,182.65,2.0,0.216,0.216,6.83265306122449,6.83265306122449,24.8,24.8,24.8,5.3568,5.3568,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:4996,,POSTFLOP,FLOP,train,0.0,152.95,2.0,0.384,0.384,40.14545454545455,40.14545454545455,64.4,64.4,64.4,24.7296,24.7296,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:4997,,POSTFLOP,FLOP,test,0.0,152.95,2.0,0.449,0.449,52.47840290381126,52.47840290381126,64.4,64.4,64.4,28.915600000000005,28.915600000000005,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:4998,,POSTFLOP,FLOP,train,0.0,152.95,2.0,1.0,1.0,0.0,0.0,64.4,64.4,64.4,64.4,64.4,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:5132,,POSTFLOP,FLOP,test,0.0,63.85,2.0,0.428,0.428,137.07972027972025,137.07972027972025,183.2,183.2,183.2,78.4096,78.4096,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5133,,POSTFLOP,FLOP,train,0.0,63.85,2.0,0.168,0.168,36.9923076923077,36.9923076923077,183.2,183.2,183.2,30.7776,30.7776,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5134,,POSTFLOP,FLOP,validation,0.0,63.85,2.0,0.426,0.426,135.96376306620206,135.96376306620206,183.2,183.2,183.2,78.0432,78.0432,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5144,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.145,0.145,57.0078947368421,57.0078947368421,336.15,336.15,336.15,48.741749999999996,48.741749999999996,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5145,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.145,0.145,57.0078947368421,57.0078947368421,336.15,336.15,336.15,48.741749999999996,48.741749999999996,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5146,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.4479999999999999,0.4479999999999999,7.1014492753623175,7.1014492753623175,8.75,8.75,8.75,3.919999999999999,3.919999999999999,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:5147,,POSTFLOP,FLOP,test,0.0,193.75,2.0,0.3429999999999999,0.3429999999999999,4.568112633181126,4.568112633181126,8.75,8.75,8.75,3.0012499999999993,3.0012499999999993,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5148,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.6629999999999999,0.6629999999999999,17.214391691394653,17.214391691394653,8.75,8.75,8.75,5.80125,5.80125,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:5565,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.31,0.31,8.985507246376812,8.985507246376812,20.0,20.0,20.0,6.2,6.2,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5566,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.365,0.365,11.496062992125983,11.496062992125983,20.0,20.0,20.0,7.3,7.3,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5567,,POSTFLOP,FLOP,test,0.0,186.25,2.0,0.614,0.614,31.81347150259068,31.81347150259068,20.0,20.0,20.0,12.28,12.28,33.75,RAISE
jevonmao/poker-gto-100k,action_sft:train:5787,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.44,0.44,39.28571428571428,39.28571428571428,50.0,50.0,50.0,22.0,22.0,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5788,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.1969999999999999,0.1969999999999999,12.266500622665005,12.266500622665005,50.0,50.0,50.0,9.849999999999994,9.849999999999994,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5789,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.221,0.221,14.184852374839538,14.184852374839538,50.0,50.0,50.0,11.05,11.05,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5987,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.364,0.364,80.12578616352201,80.12578616352201,140.0,140.0,140.0,50.96,50.96,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:5988,,POSTFLOP,FLOP,test,0.0,96.25,2.0,0.3939999999999999,0.3939999999999999,91.02310231023098,91.02310231023098,140.0,140.0,140.0,55.15999999999999,55.15999999999999,197.5,RAISE
jevonmao/poker-gto-100k,action_sft:train:5989,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.412,0.412,98.09523809523812,98.09523809523812,140.0,140.0,140.0,57.68,57.68,197.5,RAISE
jevonmao/poker-gto-100k,action_sft:train:6028,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.382,0.382,187.75485436893203,187.75485436893203,303.75,303.75,303.75,116.0325,116.0325,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:6029,,POSTFLOP,FLOP,test,0.0,0.0,2.0,0.36,0.36,170.859375,170.859375,303.75,303.75,303.75,109.35,109.35,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:6030,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.375,0.375,182.25,182.25,303.75,303.75,303.75,113.90625,113.90625,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:6031,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.926,0.926,62.5675675675675,62.5675675675675,5.0,5.0,5.0,4.63,4.63,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:6032,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.677,0.677,10.479876160990711,10.479876160990711,5.0,5.0,5.0,3.3850000000000002,3.3850000000000002,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:6033,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.228,0.228,1.476683937823834,1.476683937823834,5.0,5.0,5.0,1.1400000000000001,1.1400000000000001,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:6034,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.655,0.655,9.492753623188406,9.492753623188406,5.0,5.0,5.0,3.2750000000000004,3.2750000000000004,1.65,RAISE
jevonmao/poker-gto-100k,action_sft:train:6035,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.622,0.622,8.227513227513228,8.227513227513228,5.0,5.0,5.0,3.11,3.11,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:6036,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.36,0.36,2.8125,2.8125,5.0,5.0,5.0,1.7999999999999998,1.7999999999999998,1.65,RAISE
jevonmao/poker-gto-100k,action_sft:train:6840,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.5529999999999999,0.5529999999999999,8.226957494407156,8.226957494407156,6.65,6.65,6.65,3.67745,3.67745,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:6841,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.401,0.401,4.451836393989984,4.451836393989984,6.65,6.65,6.65,2.66665,2.66665,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:6842,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.318,0.318,3.1007331378299123,3.1007331378299123,6.65,6.65,6.65,2.1147,2.1147,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:7628,,POSTFLOP,FLOP,train,0.0,192.55,2.0,0.306,0.306,5.114697406340057,5.114697406340057,11.6,11.6,11.6,3.5496,3.5496,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:7629,,POSTFLOP,FLOP,validation,0.0,192.55,2.0,0.287,0.287,4.669284712482468,4.669284712482468,11.6,11.6,11.6,3.3291999999999997,3.3291999999999997,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:7630,,POSTFLOP,FLOP,train,0.0,192.55,2.0,0.657,0.657,22.21924198250729,22.21924198250729,11.6,11.6,11.6,7.6212,7.6212,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:8349,,POSTFLOP,FLOP,train,0.0,182.65,2.0,0.337,0.337,12.605731523378584,12.605731523378584,24.8,24.8,24.8,8.357600000000001,8.357600000000001,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8350,,POSTFLOP,FLOP,train,0.0,182.65,2.0,0.455,0.455,20.70458715596331,20.70458715596331,24.8,24.8,24.8,11.284,11.284,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8351,,POSTFLOP,FLOP,train,0.0,182.65,2.0,0.368,0.368,14.440506329113925,14.440506329113925,24.8,24.8,24.8,9.1264,9.1264,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8742,,POSTFLOP,FLOP,test,0.0,152.95,2.0,0.242,0.242,20.56042216358839,20.56042216358839,64.4,64.4,64.4,15.584800000000001,15.584800000000001,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8743,,POSTFLOP,FLOP,test,0.0,152.95,2.0,0.255,0.255,22.042953020134227,22.042953020134227,64.4,64.4,64.4,16.422,16.422,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8744,,POSTFLOP,FLOP,train,0.0,152.95,2.0,0.243,0.243,20.67265521796565,20.67265521796565,64.4,64.4,64.4,15.6492,15.6492,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8949,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.589,0.589,12.539537712895376,12.539537712895376,8.75,8.75,8.75,5.15375,5.15375,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:8950,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.395,0.395,5.712809917355372,5.712809917355372,8.75,8.75,8.75,3.4562500000000003,3.4562500000000003,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:8951,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.3379999999999999,0.3379999999999999,4.467522658610271,4.467522658610271,8.75,8.75,8.75,2.957499999999999,2.957499999999999,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:9510,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.2739999999999999,0.2739999999999999,7.548209366391184,7.548209366391184,20.0,20.0,20.0,5.479999999999999,5.479999999999999,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:9511,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.2689999999999999,0.2689999999999999,7.359781121751023,7.359781121751023,20.0,20.0,20.0,5.379999999999998,5.379999999999998,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:9512,,POSTFLOP,FLOP,validation,0.0,186.25,2.0,0.4379999999999999,0.4379999999999999,15.58718861209964,15.58718861209964,20.0,20.0,20.0,8.759999999999998,8.759999999999998,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:9937,,POSTFLOP,FLOP,validation,0.0,163.75,2.0,0.2789999999999999,0.2789999999999999,19.34812760055478,19.34812760055478,50.0,50.0,50.0,13.949999999999996,13.949999999999996,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:9938,,POSTFLOP,FLOP,test,0.0,163.75,2.0,0.485,0.485,47.0873786407767,47.0873786407767,50.0,50.0,50.0,24.25,24.25,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:9939,,POSTFLOP,FLOP,test,0.0,163.75,2.0,0.727,0.727,133.15018315018315,133.15018315018315,50.0,50.0,50.0,36.35,36.35,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:10188,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.628,0.628,236.3440860215054,236.3440860215054,140.0,140.0,140.0,87.92,87.92,197.5,RAISE
jevonmao/poker-gto-100k,action_sft:train:10189,,POSTFLOP,FLOP,validation,0.0,96.25,2.0,0.352,0.352,76.04938271604941,76.04938271604941,140.0,140.0,140.0,49.279999999999994,49.279999999999994,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:10190,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.963,0.963,3643.783783783781,3643.783783783781,140.0,140.0,140.0,134.82,134.82,197.5,RAISE
jevonmao/poker-gto-100k,action_sft:train:10272,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.208,0.208,79.77272727272728,79.77272727272728,303.75,303.75,303.75,63.18,63.18,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:10273,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.208,0.208,79.77272727272728,79.77272727272728,303.75,303.75,303.75,63.18,63.18,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:10274,,POSTFLOP,FLOP,test,0.0,0.0,2.0,0.206,0.206,78.8066750629723,78.8066750629723,303.75,303.75,303.75,62.5725,62.5725,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:10275,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.546,0.546,7.997577092511015,7.997577092511015,6.65,6.65,6.65,3.6309000000000005,3.6309000000000005,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:10276,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.603,0.603,10.100629722921914,10.100629722921914,6.65,6.65,6.65,4.00995,4.00995,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:10277,,POSTFLOP,FLOP,train,0.0,195.85,2.0,0.331,0.331,3.290209267563528,3.290209267563528,6.65,6.65,6.65,2.20115,2.20115,4.95,RAISE
jevonmao/poker-gto-100k,action_sft:train:11182,,POSTFLOP,FLOP,test,0.0,192.55,2.0,0.461,0.461,9.921335807050092,9.921335807050092,11.6,11.6,11.6,5.3476,5.3476,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:11183,,POSTFLOP,FLOP,train,0.0,192.55,2.0,0.3979999999999999,0.3979999999999999,7.66910299003322,7.66910299003322,11.6,11.6,11.6,4.616799999999999,4.616799999999999,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:11184,,POSTFLOP,FLOP,test,0.0,192.55,2.0,0.304,0.304,5.066666666666666,5.066666666666666,11.6,11.6,11.6,3.5263999999999998,3.5263999999999998,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:11764,,POSTFLOP,FLOP,test,0.0,182.65,2.0,0.337,0.337,12.605731523378584,12.605731523378584,24.8,24.8,24.8,8.357600000000001,8.357600000000001,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:11765,,POSTFLOP,FLOP,validation,0.0,182.65,2.0,0.626,0.626,41.510160427807484,41.510160427807484,24.8,24.8,24.8,15.5248,15.5248,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:11766,,POSTFLOP,FLOP,train,0.0,182.65,2.0,0.57,0.57,32.874418604651154,32.874418604651154,24.8,24.8,24.8,14.136,14.136,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12216,,POSTFLOP,FLOP,train,0.0,152.95,2.0,0.6920000000000001,0.6920000000000001,144.69090909090914,144.69090909090914,64.4,64.4,64.4,44.564800000000005,44.564800000000005,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12217,,POSTFLOP,FLOP,test,0.0,152.95,2.0,0.364,0.364,36.857861635220125,36.857861635220125,64.4,64.4,64.4,23.4416,23.4416,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12218,,POSTFLOP,FLOP,validation,0.0,152.95,2.0,0.303,0.303,27.99598278335724,27.99598278335724,64.4,64.4,64.4,19.5132,19.5132,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:12466,,POSTFLOP,FLOP,train,0.0,63.85,2.0,0.222,0.222,52.275578406169664,52.275578406169664,183.2,183.2,183.2,40.6704,40.6704,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:12467,,POSTFLOP,FLOP,train,0.0,63.85,2.0,0.49,0.49,176.0156862745098,176.0156862745098,183.2,183.2,183.2,89.76799999999999,89.76799999999999,197.5,RAISE
jevonmao/poker-gto-100k,action_sft:train:12468,,POSTFLOP,FLOP,train,0.0,63.85,2.0,0.161,0.161,35.15518474374255,35.15518474374255,183.2,183.2,183.2,29.4952,29.4952,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:12487,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.291,0.291,137.96847672778566,137.96847672778566,336.15,336.15,336.15,97.81964999999998,97.81964999999998,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12488,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.092,0.092,34.059251101321586,34.059251101321586,336.15,336.15,336.15,30.9258,30.9258,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:12489,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.157,0.157,62.60444839857652,62.60444839857652,336.15,336.15,336.15,52.775549999999996,52.775549999999996,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12490,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.445,0.445,7.015765765765766,7.015765765765766,8.75,8.75,8.75,3.8937500000000003,3.8937500000000003,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:12491,,POSTFLOP,FLOP,train,0.0,193.75,2.0,0.4429999999999999,0.4429999999999999,6.959156193895869,6.959156193895869,8.75,8.75,8.75,3.876249999999999,3.876249999999999,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:12492,,POSTFLOP,FLOP,validation,0.0,193.75,2.0,0.452,0.452,7.217153284671532,7.217153284671532,8.75,8.75,8.75,3.955,3.955,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13062,,POSTFLOP,FLOP,train,0.0,186.25,2.0,0.8420000000000001,0.8420000000000001,106.58227848101272,106.58227848101272,20.0,20.0,20.0,16.840000000000003,16.840000000000003,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13063,,POSTFLOP,FLOP,test,0.0,186.25,2.0,0.899,0.899,178.01980198019805,178.01980198019805,20.0,20.0,20.0,17.98,17.98,33.75,RAISE
jevonmao/poker-gto-100k,action_sft:train:13064,,POSTFLOP,FLOP,test,0.0,186.25,2.0,0.412,0.412,14.013605442176877,14.013605442176877,20.0,20.0,20.0,8.24,8.24,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13431,,POSTFLOP,FLOP,test,0.0,163.75,2.0,0.518,0.518,53.7344398340249,53.7344398340249,50.0,50.0,50.0,25.900000000000002,25.900000000000002,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13432,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.243,0.243,16.05019815059445,16.05019815059445,50.0,50.0,50.0,12.15,12.15,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13433,,POSTFLOP,FLOP,train,0.0,163.75,2.0,0.258,0.258,17.38544474393531,17.38544474393531,50.0,50.0,50.0,12.9,12.9,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13670,,POSTFLOP,FLOP,test,0.0,96.25,2.0,0.226,0.226,40.87855297157623,40.87855297157623,140.0,140.0,140.0,31.64,31.64,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13671,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.226,0.226,40.87855297157623,40.87855297157623,140.0,140.0,140.0,31.64,31.64,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13672,,POSTFLOP,FLOP,train,0.0,96.25,2.0,0.226,0.226,40.87855297157623,40.87855297157623,140.0,140.0,140.0,31.64,31.64,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13677,,POSTFLOP,FLOP,train,0.0,0.0,2.0,0.1369999999999999,0.1369999999999999,48.21987253765932,48.21987253765932,303.75,303.75,303.75,41.61374999999997,41.61374999999997,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13678,,POSTFLOP,FLOP,validation,0.0,0.0,2.0,0.2019999999999999,0.2019999999999999,76.8890977443609,76.8890977443609,303.75,303.75,303.75,61.35749999999997,61.35749999999997,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13679,,POSTFLOP,FLOP,test,0.0,0.0,2.0,0.2019999999999999,0.2019999999999999,76.8890977443609,76.8890977443609,303.75,303.75,303.75,61.35749999999997,61.35749999999997,0.0,CALL
jevonmao/poker-gto-100k,action_sft:train:13680,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.643,0.643,9.005602240896359,9.005602240896359,5.0,5.0,5.0,3.215,3.215,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13681,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.498,0.498,4.960159362549801,4.960159362549801,5.0,5.0,5.0,2.49,2.49,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13682,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.514,0.514,5.288065843621399,5.288065843621399,5.0,5.0,5.0,2.5700000000000003,2.5700000000000003,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13683,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.5479999999999999,0.5479999999999999,6.061946902654865,6.061946902654865,5.0,5.0,5.0,2.7399999999999998,2.7399999999999998,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13684,,POSTFLOP,FLOP,train,0.0,197.5,2.0,0.504,0.504,5.080645161290323,5.080645161290323,5.0,5.0,5.0,2.52,2.52,0.0,NO_INVEST
jevonmao/poker-gto-100k,action_sft:train:13685,,POSTFLOP,FLOP,test,0.0,197.5,2.0,0.331,0.331,2.473841554559044,2.473841554559044,5.0,5.0,5.0,1.655,1.655,1.65,RAISE
jevonmao/poker-gto-100k,action_sft:train:14600,,POSTFLOP,FLOP,test,0.0,195.85,2.0,0.3279999999999999,0.3279999999999999,3.2458333333333327,3.2458333333333327,6.65,6.65,6.65,2.1811999999999996,2.1811999999999996,0.0,NO_INVEST
