source_dataset,source_row_id,hand_id,stage_group,metadata.street,split,features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.bet_size_bb,features.equity_win,features.call_max_bb,features.call_margin_bb,label_3intent
solver_policy,f91cb8af40674ea1ef035cde7c5a3d1ba26acd2b,synthetic:121,FLOP,FLOP,train,MP,4.5,1.5,49.6,0.0,1.0,1.0,4.0,1.5,0.39,2.8770491803,1.3770491803,RAISE
solver_policy,8382e6c17d582ed88a53aff687913216d9780b85,synthetic:122,RIVER,RIVER,train,UTG,4.0,1.4,49.7,0.0,1.0,1.0,3.0,1.4,0.374,2.3897763578,0.9897763578,RAISE
solver_policy,79e2748413b1084c36a1e3c9ba07b7d9020f0e05,synthetic:123,RIVER,RIVER,train,SB,1.9,0.3,49.8,0.0,1.0,1.0,2.0,0.3,0.949,35.3549019608,35.0549019608,RAISE
solver_policy,2edc866e520d4beeedcb0ed4e0b3863ba84b2fb4,synthetic:124,FLOP,FLOP,train,SB,2.4,1.1,49.9,0.0,1.0,1.0,1.0,1.1,0.3666666667,1.3894736844,0.2894736844,CALL
solver_policy,59342477a399704ea36a2a32e3e8b7533b0029b0,synthetic:125,TURN,TURN,train,BB,2.0,0.0,49.9,1.0,0.0,1.0,1.0,1.0,0.6376666667,3.5197792093,3.5197792093,NO_INVEST
solver_policy,8fa9eba3c10e91a13b5a58c5f8cca74fa2163fe3,synthetic:126,TURN,TURN,train,UTG,4.7,0.0,49.9,1.0,0.0,1.0,1.0,2.35,0.423,3.4455805893,3.4455805893,NO_INVEST
solver_policy,937559adfa0d1d7a3d284ac4753a9d56a0180afd,synthetic:127,FLOP,FLOP,train,BTN,0.8,0.0,49.8,1.0,0.0,1.0,2.0,0.4,0.3913333333,0.5143483022,0.5143483022,NO_INVEST
solver_policy,6433924dd6ff7531b01aade30ec8c4c43afdbe9f,synthetic:128,RIVER,RIVER,train,BTN,1.9,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.57,2.5186046512,2.4186046512,RAISE
solver_policy,92adc2713fd53e76e74b271f7169e44b7de03ed8,synthetic:129,PREFLOP,PREFLOP,train,BB,1.3,0.4,49.6,0.0,1.0,1.0,4.0,0.4,0.178,0.2815085158,-0.1184914842,RAISE
solver_policy,718277a17267e32b61645e5cc70feb9736a390d7,synthetic:130,RIVER,RIVER,train,BTN,1.5,0.0,49.8,1.0,0.0,1.0,2.0,0.75,0.605,2.2974683544,2.2974683544,NO_INVEST
solver_policy,b831c47004c921d3473ef5324c39627cd9a6278a,synthetic:131,RIVER,RIVER,train,MP,0.6,0.0,49.6,1.0,0.0,1.0,4.0,0.3,0.35,0.3230769231,0.3230769231,NO_INVEST
solver_policy,24b6d5fbbb72787896e5d59f00bc12d67186439a,synthetic:132,TURN,TURN,train,SB,0.7,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.434,0.5367491166,0.2367491166,CALL
solver_policy,7a2baaf7dc1632cfb73e0d729dd2a1c9b9f6f9c8,synthetic:133,PREFLOP,PREFLOP,train,BB,2.9,0.5,49.9,0.0,1.0,1.0,1.0,0.5,0.4683333333,2.5545454542,2.0545454542,RAISE
solver_policy,c0ad0312ace7c65da006cad3ce244d9aa29518d9,synthetic:134,RIVER,RIVER,validation,BB,1.4,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.6696666667,2.83814329,2.63814329,RAISE
solver_policy,908cceb2f4a58d2b368a1c81ea32f8c242d41136,synthetic:135,PREFLOP,PREFLOP,train,UTG,2.3,0.0,49.8,1.0,0.0,1.0,2.0,1.15,0.4283333333,1.7233236149,1.7233236149,NO_INVEST
solver_policy,d2f015437b818fcafe17f6bdc61882fae1b9f375,synthetic:136,RIVER,RIVER,train,BB,1.2,0.5,49.9,0.0,1.0,1.0,1.0,0.5,0.6186666667,1.9468531471,1.4468531471,CALL
solver_policy,aa31847ed066beb50eb5091d4974f99f970e9f21,synthetic:137,RIVER,RIVER,train,UTG,0.8,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.3646666667,0.4591815321,0.1591815321,CALL
solver_policy,87b47f5d794e7fdb2c107c929c204e58a585a17c,synthetic:138,TURN,TURN,train,BB,3.5,0.0,49.8,1.0,0.0,1.0,2.0,1.75,0.5516666667,4.3066914504,4.3066914504,NO_INVEST
solver_policy,41ba5732ccbefaa07e6bc85788224d26cb9b811f,synthetic:139,PREFLOP,PREFLOP,train,UTG,4.6,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.2283333333,1.3611231099,1.1611231099,RAISE
solver_policy,8baab2cf3896b3a22f3066dea904f8689d234cd8,synthetic:140,FLOP,FLOP,train,SB,3.6,0.0,49.9,1.0,0.0,1.0,1.0,1.8,0.925,44.4,44.4,NO_INVEST
solver_policy,ebe260e104b4759ffb770c998557c8c22f97f156,synthetic:141,PREFLOP,PREFLOP,train,CO,1.8,0.8,49.7,0.0,1.0,1.0,3.0,0.8,0.3266666667,0.8732673269,0.0732673269,CALL
solver_policy,5f2babe1f31c7bf478c7f7fedcbdf17e3740b417,synthetic:142,PREFLOP,PREFLOP,train,UTG,0.6,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.2626666667,0.2137432188,0.1137432188,RAISE
solver_policy,d6a39559567802eb582e3090f8ef310292a2edf2,synthetic:143,PREFLOP,PREFLOP,train,CO,4.6,0.0,49.8,1.0,0.0,1.0,2.0,2.3,0.45,3.7636363636,3.7636363636,NO_INVEST
solver_policy,05b965f18ba540a80cc3bfb2654d39b23eaf9b4a,synthetic:144,FLOP,FLOP,train,UTG,4.3,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.4366666667,3.3331360951,3.0331360951,RAISE
solver_policy,3be4469625f63526441da575e762f872ee2bcfd0,synthetic:145,RIVER,RIVER,train,CO,2.1,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.6696666667,4.2572149351,3.9572149351,RAISE
solver_policy,252f077393d94817acc87e41895ef12d2b50f2db,synthetic:146,RIVER,RIVER,train,UTG,0.9,0.0,49.9,1.0,0.0,1.0,1.0,0.45,0.573,1.2077283372,1.2077283372,NO_INVEST
solver_policy,6552d660164818d0db9fc938b6eeb691006d4037,synthetic:147,TURN,TURN,train,BB,0.9,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.224,0.2597938144,0.0597938144,RAISE
solver_policy,75267dbe07b8fdc5e0599a3d21686911c89273d4,synthetic:148,FLOP,FLOP,train,BB,2.0,0.0,49.7,1.0,0.0,1.0,3.0,1.0,0.3296666667,0.9835902538,0.9835902538,NO_INVEST
solver_policy,7d59a6847d30a5b7317994d4f45f309c17db541e,synthetic:149,RIVER,RIVER,train,UTG,1.5,0.0,49.8,1.0,0.0,1.0,2.0,0.75,0.5226666667,1.6424581008,1.6424581008,NO_INVEST
solver_policy,48cce996d1fde870bf83a36893fb65a64e542e1a,synthetic:150,FLOP,FLOP,train,UTG,0.9,0.0,49.6,1.0,0.0,1.0,4.0,0.45,0.57,1.1930232558,1.1930232558,NO_INVEST
solver_policy,fd6003c78894c1177d9e7596383ba3a25c9e8714,synthetic:151,TURN,TURN,test,CO,4.0,1.9,49.8,0.0,1.0,1.0,2.0,1.9,0.5436666667,4.7655222797,2.8655222797,CALL
solver_policy,b2e4851229861a705b4f10d2ef8eb487a37d5c88,synthetic:152,FLOP,FLOP,train,BB,1.9,0.7,49.9,0.0,1.0,1.0,1.0,0.7,0.273,0.713480055,0.013480055,CALL
solver_policy,20b80dd5e02f1cab8cb8706d0c8a27fee0a84b0e,synthetic:153,RIVER,RIVER,train,BB,0.9,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.4653333333,0.7832917705,0.3832917705,CALL
solver_policy,74f84d6394872d18b1bc1ff408d35aeec226d560,synthetic:154,PREFLOP,PREFLOP,train,SB,3.1,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.2216666667,0.8828693792,0.7828693792,RAISE
solver_policy,967e25689b8b912a7b7fde5580fb99c0b776b780,synthetic:155,RIVER,RIVER,train,MP,4.1,0.0,49.7,1.0,0.0,1.0,3.0,2.05,0.3533333333,2.2402061852,2.2402061852,NO_INVEST
solver_policy,934fe23c612291d3abdcea53134831fef9f3f49b,synthetic:156,FLOP,FLOP,train,MP,2.2,0.7,49.6,0.0,1.0,1.0,4.0,0.7,0.476,1.9984732824,1.2984732824,RAISE
solver_policy,00b76813e330b4f8e86e94b7ff02bf302a992117,synthetic:157,PREFLOP,PREFLOP,train,CO,3.2,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.3333333333,1.5999999998,1.1999999998,RAISE
solver_policy,48c3ed6e5e8c7b7bfb7f736729f91efd211dbd8d,synthetic:158,RIVER,RIVER,train,BB,3.7,1.2,49.9,0.0,1.0,1.0,1.0,1.2,0.5416666667,4.3727272733,3.1727272733,RAISE
solver_policy,b4c20130ac1e9f46afabfff75e6a21542708cb68,synthetic:159,RIVER,RIVER,train,SB,5.0,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.44,3.9285714286,3.4285714286,RAISE
solver_policy,f0a7a5a82ed687a67a4bb5f1db3254ca91412c54,synthetic:160,PREFLOP,PREFLOP,train,SB,1.3,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.6133333333,2.0620689652,1.6620689652,RAISE
solver_policy,9eed01c03efb834dfed65d5e67c777de89851fa0,synthetic:161,TURN,TURN,train,BB,2.7,0.0,49.6,1.0,0.0,1.0,4.0,1.35,0.3903333333,1.728649535,1.728649535,NO_INVEST
solver_policy,afd33bd817f886024a8f5e84ca8b00772bfbb8df,synthetic:162,PREFLOP,PREFLOP,train,BTN,1.4,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.2233333333,0.4025751072,-0.0974248928,CALL
solver_policy,d30a2578f07ba515346f2271b0e95568a0ece577,synthetic:163,FLOP,FLOP,train,BTN,2.0,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.3416666667,1.0379746837,0.7379746837,RAISE
solver_policy,13563f154214fdd105293a3844dc63297fbeffbc,synthetic:164,RIVER,RIVER,train,CO,0.9,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.869,5.9702290076,5.7702290076,RAISE
solver_policy,af87fe32084410fdaef63760e2de6da4b9f9cadd,synthetic:165,TURN,TURN,train,BTN,1.7,0.6,49.9,0.0,1.0,1.0,1.0,0.6,0.4933333333,1.6552631577,1.0552631577,CALL
solver_policy,0f88140ee5eb20dbf66bc5a08b4ea5d89a5f9e2a,synthetic:166,FLOP,FLOP,train,UTG,0.4,0.0,49.6,1.0,0.0,1.0,4.0,0.2,0.39,0.2557377049,0.2557377049,NO_INVEST
solver_policy,d5c3d657d33691a63bf0e9be197d2861e6f04f16,synthetic:167,RIVER,RIVER,train,BB,3.8,0.0,49.9,1.0,0.0,1.0,1.0,1.9,0.5183333333,4.0892733559,4.0892733559,NO_INVEST
solver_policy,5388460c07cc71c74d3f645c831dbe5c059ae597,synthetic:168,PREFLOP,PREFLOP,train,MP,1.0,0.5,49.9,0.0,1.0,1.0,1.0,0.5,0.5986666667,1.4916943524,0.9916943524,CALL
solver_policy,c42193bc37bdd753a33132f36920914a9797b667,synthetic:169,TURN,TURN,train,UTG,4.1,0.5,49.8,0.0,1.0,1.0,2.0,0.5,0.5026666667,4.143967829,3.643967829,RAISE
solver_policy,f1b934c9fa3ed5b732d3fb09173f362ce6d7ce1c,synthetic:170,TURN,TURN,train,UTG,2.8,0.0,49.8,1.0,0.0,1.0,2.0,1.4,0.3703333333,1.646797247,1.646797247,NO_INVEST
solver_policy,d4d4b62d783099025100741d5f98e868d46bd1ce,synthetic:171,FLOP,FLOP,train,UTG,1.6,0.0,49.6,1.0,0.0,1.0,4.0,0.8,0.84,8.4,8.4,NO_INVEST
solver_policy,d1f8ca60a7decac4b9047537d4fb4c04009513a1,synthetic:172,RIVER,RIVER,train,MP,1.9,0.0,49.7,1.0,0.0,1.0,3.0,0.95,0.333,0.9485757121,0.9485757121,NO_INVEST
solver_policy,a0e546c34d0bb8b8dee9d230234c5951a26ca250,synthetic:173,TURN,TURN,train,BTN,1.6,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.3483333333,0.8552429666,0.3552429666,RAISE
solver_policy,3127779c0557d4d980fb4d51527b3d30cdd64676,synthetic:174,RIVER,RIVER,train,MP,4.6,1.1,49.8,0.0,1.0,1.0,2.0,1.1,0.72,11.8285714286,10.7285714286,RAISE
solver_policy,40550c4e4033233a0da6b24556890e0beea9b9a3,synthetic:175,RIVER,RIVER,train,UTG,0.7,0.0,49.9,1.0,0.0,1.0,1.0,0.35,0.3106666667,0.3154738879,0.3154738879,NO_INVEST
solver_policy,205ba9e98595cd5977e2a050759c966ecee132c9,synthetic:176,RIVER,RIVER,train,BTN,2.8,0.3,49.9,0.0,1.0,1.0,1.0,0.3,0.8,11.2,10.9,RAISE
solver_policy,6c426f2201898b23ab72ff10efd522a6b734216a,synthetic:177,FLOP,FLOP,train,CO,3.4,0.6,49.8,0.0,1.0,1.0,2.0,0.6,0.788,12.6377358491,12.0377358491,RAISE
solver_policy,6448d27b5c00f629cb94fb28c3d673d695c7f67e,synthetic:178,FLOP,FLOP,train,MP,1.0,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.7666666667,3.2857142863,3.0857142863,RAISE
solver_policy,ee46bf3835a95ad0a8ae012f6aefacbf9b04c48c,synthetic:179,FLOP,FLOP,train,MP,2.5,0.0,49.7,1.0,0.0,1.0,3.0,1.25,0.3716666667,1.4787798411,1.4787798411,NO_INVEST
solver_policy,9000a34f5f1db6fd57e84812cb61fd9f79214e4d,synthetic:180,PREFLOP,PREFLOP,train,CO,4.6,2.2,49.8,0.0,1.0,1.0,2.0,2.2,0.4636666667,3.9767557494,1.7767557494,CALL
solver_policy,8c6c49f230e0e3d1d60f0c100e3ff15b259758f4,synthetic:181,FLOP,FLOP,train,SB,3.4,0.0,49.6,1.0,0.0,1.0,4.0,1.7,0.4113333333,2.3757644391,2.3757644391,NO_INVEST
solver_policy,eb89464d54989d872ea0c0efbf12473c646b3f12,synthetic:182,RIVER,RIVER,train,BTN,4.4,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.2116666667,1.1813953491,0.9813953491,RAISE
solver_policy,9c82dd053a4c5de857ffa7d0ebd75397d1891775,synthetic:183,FLOP,FLOP,test,SB,2.9,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.39,1.8540983607,1.7540983607,RAISE
solver_policy,a3827bd1b240ef36a2c47884cc297480c917661e,synthetic:184,PREFLOP,PREFLOP,train,CO,4.6,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.9166666667,50.6000000221,50.4000000221,RAISE
solver_policy,5f541014db92c46f4d5e6cf2e7b907c024552d43,synthetic:185,PREFLOP,PREFLOP,train,BTN,2.4,0.4,49.6,0.0,1.0,1.0,4.0,0.4,0.285,0.9566433566,0.5566433566,RAISE
solver_policy,a5fbfc11450546e95643a82ba4ab38173761b5f8,synthetic:186,FLOP,FLOP,train,BB,3.8,1.6,49.9,0.0,1.0,1.0,1.0,1.6,0.273,1.42696011,-0.17303989,CALL
solver_policy,8b68a58bbc129e77ee32cb38237a0b8ab6b111b4,synthetic:187,TURN,TURN,train,BB,1.8,0.8,49.8,0.0,1.0,1.0,2.0,0.8,0.238,0.5622047244,-0.2377952756,CALL
solver_policy,0161381e3e1f61b387895ab0b60b77da40ed78fe,synthetic:188,TURN,TURN,train,BTN,4.1,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.2216666667,1.1676659531,0.9676659531,RAISE
solver_policy,5145a1c8d39698b59df59c93c7b154760e6aae16,synthetic:189,TURN,TURN,train,MP,0.4,0.0,49.9,1.0,0.0,1.0,1.0,0.2,0.4583333333,0.3384615384,0.3384615384,NO_INVEST
solver_policy,46aa59fba560fd06354f27176c9ca36940c6444a,synthetic:190,FLOP,FLOP,train,SB,4.5,0.0,49.7,1.0,0.0,1.0,3.0,2.25,0.4766666667,4.0987261152,4.0987261152,NO_INVEST
solver_policy,a646f7ebfe259648c5944d604ffd47b140b47a40,synthetic:191,TURN,TURN,train,SB,4.7,0.0,49.8,1.0,0.0,1.0,2.0,2.35,0.4466666667,3.7939759041,3.7939759041,NO_INVEST
solver_policy,d3ae44646e33a443f78495bec30e5cd0856ee18b,synthetic:192,RIVER,RIVER,train,UTG,1.0,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.2416666667,0.3186813187,-0.1813186813,CALL
solver_policy,f2f714629c1bbf6c664a290c23cb03e4423ce426,synthetic:193,PREFLOP,PREFLOP,train,BB,4.4,0.0,49.8,1.0,0.0,1.0,2.0,2.2,0.4316666667,3.3419354843,3.3419354843,NO_INVEST
solver_policy,17c0a708b79bdf7fc1ef2def7807ec480539b7a9,synthetic:194,FLOP,FLOP,train,MP,3.8,0.4,49.7,0.0,1.0,1.0,3.0,0.4,0.445,3.0468468468,2.6468468468,RAISE
solver_policy,09fbde48a6f43164e2e01cc517f287127dd1f79c,synthetic:195,TURN,TURN,train,UTG,1.0,0.4,49.8,0.0,1.0,1.0,2.0,0.4,0.8116666667,4.3097345142,3.9097345142,CALL
solver_policy,5b59b32c5a2df592b52ad5d3343099c19a404e0a,synthetic:196,TURN,TURN,train,CO,3.5,0.0,49.6,1.0,0.0,1.0,4.0,1.75,0.256,1.2043010753,1.2043010753,NO_INVEST
solver_policy,f335651f1ec16998a46aedc98aa3837df3b75ace,synthetic:197,RIVER,RIVER,train,SB,1.9,0.0,49.9,1.0,0.0,1.0,1.0,0.95,0.4483333333,1.5441087611,1.5441087611,NO_INVEST
solver_policy,f562bc085191ac63f944f2d380e8eafe7597648a,synthetic:198,PREFLOP,PREFLOP,train,MP,0.8,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.85,4.5333333333,4.2333333333,CALL
solver_policy,22cb9483cecaf4eac7efe695d058a24f03a75e44,synthetic:199,PREFLOP,PREFLOP,test,BB,3.6,1.7,49.7,0.0,1.0,1.0,3.0,1.7,0.275,1.3655172414,-0.3344827586,CALL
solver_policy,59bd5ce6e537790afd984fd488bfa440e136c64c,synthetic:200,TURN,TURN,train,BB,4.4,1.8,49.8,0.0,1.0,1.0,2.0,1.8,0.3166666667,2.0390243906,0.2390243906,CALL
solver_policy,6eb8a3ab385696ad42f2d9b2515c6dd76402c755,synthetic:201,PREFLOP,PREFLOP,validation,UTG,4.5,0.5,49.8,0.0,1.0,1.0,2.0,0.5,0.4566666667,3.7822085895,3.2822085895,RAISE
solver_policy,3c4759d9956b0bb348f380217cf96ae9e4cc907c,synthetic:202,RIVER,RIVER,train,UTG,1.4,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.4633333333,1.208695652,1.008695652,RAISE
solver_policy,5c0ae4812713c5f59bd6b8a84b5434a40b5e60f1,synthetic:203,TURN,TURN,train,BB,2.4,0.8,49.6,0.0,1.0,1.0,4.0,0.8,0.3216666667,1.1380835383,0.3380835383,RAISE
solver_policy,e820d00d6cee9379fdf9e796cfe62c97f3fe5a16,synthetic:204,RIVER,RIVER,train,SB,2.7,0.0,49.9,1.0,0.0,1.0,1.0,1.35,0.3106666667,1.2168278532,1.2168278532,NO_INVEST
solver_policy,dc2bbe4193451197c54264284aa2c51d9a92ade7,synthetic:205,RIVER,RIVER,train,MP,1.2,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.5206666667,1.3034770516,0.9034770516,RAISE
solver_policy,5a5c6d9ed71b67578ce1a1719883a39fef25cf97,synthetic:206,TURN,TURN,train,UTG,0.4,0.2,49.6,0.0,1.0,1.0,4.0,0.2,0.3433333333,0.2091370558,0.0091370558,CALL
solver_policy,a67555a1517f3032cc7bc0cbbd729c8f857c63b8,synthetic:207,FLOP,FLOP,train,BB,4.0,1.6,49.9,0.0,1.0,1.0,1.0,1.6,0.28,1.5555555556,-0.0444444444,CALL
solver_policy,99044487bf085089bd5a18fada310f998e883cf9,synthetic:208,PREFLOP,PREFLOP,train,CO,1.3,0.3,49.6,0.0,1.0,1.0,4.0,0.3,0.1116666667,0.1634146342,-0.1365853658,RAISE
solver_policy,dd79040c8db3c8f4c9fa49ddf399691b8db436c1,synthetic:209,FLOP,FLOP,train,BTN,0.5,0.2,49.7,0.0,1.0,1.0,3.0,0.2,0.4276666667,0.3736167735,0.1736167735,CALL
solver_policy,0ff4654dc66cb6697e98125fc9efe1d3dfa91de9,synthetic:210,RIVER,RIVER,test,BTN,2.0,0.1,49.6,0.0,1.0,1.0,4.0,0.1,0.6966666667,4.5934065941,4.4934065941,RAISE
solver_policy,fda5f94a96200537742f9445a11aeb57cd3563a6,synthetic:211,TURN,TURN,train,SB,4.8,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.4596666667,4.0834053059,3.6834053059,RAISE
solver_policy,5d42f66edea2a0554db7b24b70e2548dfba8db92,synthetic:212,TURN,TURN,train,BB,1.4,0.4,49.8,0.0,1.0,1.0,2.0,0.4,0.585,1.9734939759,1.5734939759,RAISE
solver_policy,db7809e5bcf16fef2292736eed2ab99ac4c84600,synthetic:213,TURN,TURN,train,BTN,1.6,0.4,49.6,0.0,1.0,1.0,4.0,0.4,0.21,0.4253164557,0.0253164557,RAISE
solver_policy,5f1913a43e3b77ca2668de9d5b51c22ca88bb1d9,synthetic:214,TURN,TURN,train,SB,3.4,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.767,11.1922746781,11.0922746781,RAISE
solver_policy,de126ad467200a8a5642063e96067590acebbe07,synthetic:215,TURN,TURN,validation,BB,2.4,1.0,49.6,0.0,1.0,1.0,4.0,1.0,0.265,0.8653061224,-0.1346938776,CALL
solver_policy,88931106bbdb5bc8105861e70e9ca047bd376e4e,synthetic:216,PREFLOP,PREFLOP,test,BTN,3.9,0.0,49.9,1.0,0.0,1.0,1.0,1.95,0.3453333333,2.0572301423,2.0572301423,NO_INVEST
solver_policy,9cfca7ad95b0b1be48ef8da9607005b8acc26d33,synthetic:217,RIVER,RIVER,train,MP,4.3,0.0,49.7,1.0,0.0,1.0,3.0,2.15,0.292,1.7734463277,1.7734463277,NO_INVEST
solver_policy,40797c4dae14fe1f51f17dc14bc79fc550d7428f,synthetic:218,TURN,TURN,train,UTG,2.4,0.8,49.8,0.0,1.0,1.0,2.0,0.8,0.3246666667,1.1538005925,0.3538005925,RAISE
solver_policy,9cb4157b860d58ea61f353a7f3fcbfe1a45e12d7,synthetic:219,PREFLOP,PREFLOP,train,SB,1.3,0.1,49.9,0.0,1.0,1.0,1.0,0.1,0.2766666667,0.4972350231,0.3972350231,RAISE
solver_policy,7e3a9d47cabdfa0095c2dbb0ed403fef7c82b78b,synthetic:220,PREFLOP,PREFLOP,train,MP,2.1,0.0,49.6,1.0,0.0,1.0,4.0,1.05,0.2693333333,0.7740875911,0.7740875911,NO_INVEST
solver_policy,3036f4a86f44dafbcbb559349b92ab4a8017917b,synthetic:221,PREFLOP,PREFLOP,validation,BB,0.5,0.2,49.8,0.0,1.0,1.0,2.0,0.2,0.7456666667,1.4659239845,1.2659239845,CALL
solver_policy,4d55d7dda0b09b584f91f01c30cd2a6f07ae91fc,synthetic:222,TURN,TURN,train,CO,4.7,0.0,49.7,1.0,0.0,1.0,3.0,2.35,0.3316666667,2.332418953,2.332418953,NO_INVEST
solver_policy,361c974c66441a770401a8eb5992ab5347549b01,synthetic:223,TURN,TURN,train,BTN,2.2,0.9,49.8,0.0,1.0,1.0,2.0,0.9,0.4956666667,2.1621943162,1.2621943162,CALL
solver_policy,635dfa25879787834ba3bd50972fcd3c5ab8e73b,synthetic:224,TURN,TURN,train,MP,3.6,1.2,49.6,0.0,1.0,1.0,4.0,1.2,0.6723333333,7.3867751769,6.1867751769,RAISE
solver_policy,33ce24a98065c4f6c6a16939999016a89966d99a,synthetic:225,FLOP,FLOP,train,UTG,1.8,0.3,49.7,0.0,1.0,1.0,3.0,0.3,0.375,1.08,0.78,RAISE
solver_policy,208aa8b993ad4ad14c235cd0036dd6e857f9293e,synthetic:226,RIVER,RIVER,train,MP,2.7,0.7,49.6,0.0,1.0,1.0,4.0,0.7,0.4,1.8,1.1,RAISE
solver_policy,e6e2f5fb280befe1b2bcae65c3c61c2f3a235c3b,synthetic:227,TURN,TURN,train,CO,1.2,0.5,49.7,0.0,1.0,1.0,3.0,0.5,0.67,2.4363636364,1.9363636364,CALL
solver_policy,48b50790e929693841db6529a971ba4265e3f692,synthetic:228,RIVER,RIVER,train,SB,3.7,0.7,49.9,0.0,1.0,1.0,1.0,0.7,0.5776666667,5.060852408,4.360852408,RAISE
solver_policy,62dbd4ed8e59194890cd62d65a06e2fea2c738f6,synthetic:229,PREFLOP,PREFLOP,train,MP,1.4,0.1,49.8,0.0,1.0,1.0,2.0,0.1,0.4716666667,1.2498422715,1.1498422715,RAISE
solver_policy,145d74b7f144a5934707d8977b963e93e9c9a2b7,synthetic:230,PREFLOP,PREFLOP,validation,BTN,0.7,0.0,49.8,1.0,0.0,1.0,2.0,0.35,0.52,0.7583333333,0.7583333333,NO_INVEST
solver_policy,d9b3ca4ea2e9641e981164e62ee13325be4cf0ef,synthetic:231,RIVER,RIVER,train,UTG,4.6,0.0,49.9,1.0,0.0,1.0,1.0,2.3,0.4316666667,3.4938416427,3.4938416427,NO_INVEST
solver_policy,6820c7645c7009973ea06ad78d1b3de7484930ff,synthetic:232,RIVER,RIVER,train,CO,2.3,0.2,49.9,0.0,1.0,1.0,1.0,0.2,0.491,2.2186640472,2.0186640472,RAISE
solver_policy,30d60aad9eea664d7a133b73dc60c0981c65df77,synthetic:233,TURN,TURN,train,UTG,4.7,0.3,49.8,0.0,1.0,1.0,2.0,0.3,0.45,3.8454545455,3.5454545455,RAISE
solver_policy,26047f444dc3b200fb7be6f16637f51e6f78687d,synthetic:234,PREFLOP,PREFLOP,train,SB,1.5,0.7,49.6,0.0,1.0,1.0,4.0,0.7,0.178,0.3248175182,-0.3751824818,CALL
solver_policy,3267d45f37e5cc0bda53de8b63b2f1179352d45d,synthetic:235,PREFLOP,PREFLOP,train,BTN,4.2,0.0,49.7,1.0,0.0,1.0,3.0,2.1,0.1463333333,0.7199531431,0.7199531431,NO_INVEST
solver_policy,860108b19a5bcb43009dd9ba21bcfda2ca246e39,synthetic:236,FLOP,FLOP,train,MP,3.2,0.8,49.8,0.0,1.0,1.0,2.0,0.8,0.2133333333,0.86779661,0.06779661,RAISE
solver_policy,22f63c52a976b049047a8c0cbefabc6f4f7f36b9,synthetic:237,TURN,TURN,train,BTN,4.1,0.4,49.9,0.0,1.0,1.0,1.0,0.4,0.375,2.46,2.06,RAISE
solver_policy,fcce087335490dd85bfd676a7f961c899f22407d,synthetic:238,TURN,TURN,train,MP,1.4,0.0,49.7,1.0,0.0,1.0,3.0,0.7,0.3973333333,0.9230088494,0.9230088494,NO_INVEST
solver_policy,6b6ed22a0add87fe7257a2d53d8a0fa4a83eba02,synthetic:239,TURN,TURN,train,SB,2.1,0.9,49.9,0.0,1.0,1.0,1.0,0.9,0.8783333333,15.1602739679,14.2602739679,CALL
solver_policy,450cb385c3374fa7156cda11f51f23bec2c1223e,synthetic:240,RIVER,RIVER,train,UTG,3.7,0.6,49.7,0.0,1.0,1.0,3.0,0.6,0.4676666667,3.2505322484,2.6505322484,RAISE
solver_policy,0546376df7322c94ca53f2ce09f32daf9098dca0,synthetic:241,RIVER,RIVER,train,UTG,2.0,0.5,49.6,0.0,1.0,1.0,4.0,0.5,0.2346666667,0.6132404182,0.1132404182,RAISE
solver_policy,78c410a906988ad26e4f63e4c7d1b81a4a05ddb8,synthetic:242,RIVER,RIVER,train,BB,0.6,0.0,49.7,1.0,0.0,1.0,3.0,0.3,0.47,0.5320754717,0.5320754717,NO_INVEST
